reading_id,machine_id,shift,timestamp,temperature_c,vibration_mm_s,qa_result
R000378,M-14,Night,2025-06-27 00:57:00,65.9,1.11,Pass
R000379,M-11,Evening,2025-06-13 11:29:00,87.1,1.82,Pass
R000380,M-18,morning,2025-06-06 13:55:00,63.3,4.25,Pass
R000381,M-10,morning,2025-06-20 19:22:00,84.4,2.22,Pass
R000382,M-02,NIGHT,2025-06-04 17:08:00,72.4,3.05,Pass
R000383,M-06,morning,2025-06-12 12:28:00,46.9,2.93,Fail
R000384,M-04,morning,2025-06-20 19:23:00,87.6,2.53,Pass
R000385,M-17,Night,2025-06-20 03:15:00,81.4,2.29,Pass
R000386,M-01,Night,2025-06-20 20:18:00,80.4,1.14,Pass
R000387,M-16,Morning,2025-06-14 18:58:00,87.1,3.95,Pass
R000388,M-16,Morning,2025-06-13 08:45:00,41.9,4.04,Pass
R000389,M-02,Evening,2025-06-17 14:53:00,94.8,3.77,Pass
R000390,M-12,Night,2025-06-13 20:07:00,54.1,1.48,Pass
R000391,M-15,Night,2025-06-07 00:22:00,60.4,4.97,Fail
R000392,M-16,Night,2025-06-13 03:45:00,91.4,2.79,Pass
R000393,M-11,Night,2025-06-22 13:04:00,61.5,4.18,Pass
R000394,M-07,Evening,2025-06-16 09:28:00,77.9,4.86,Pass
R000395,M-11,Morning,2025-06-26 17:27:00,89.4,4.76,Pass
R000396,M-15,Evening,2025-06-22 09:49:00,91.1,2.4,Fail
R000397,M-16,morning,2025-06-27 00:32:00,58.0,2.59,Pass
R000398,M-02,NIGHT,2025-06-27 10:40:00,94.5,4.22,Fail
R000399,M-14,morning,2025-06-02 00:57:00,52.9,4.63,Pass
R000400,M-06,morning,2025-06-20 19:19:00,77.5,1.6,Fail
R000401,M-20,Night,2025-06-09 22:40:00,78.1,0.33,Pass
R000402,M-20,morning,2025-06-05 16:04:00,63.8,1.2,Pass
R000403,M-15,NIGHT,2025-06-12 15:40:00,47.7,2.51,Pass
R000404,M-10,NIGHT,2025-06-03 22:35:00,72.3,2.01,Pass
R000405,M-19,Night,2025-06-01 23:42:00,87.0,3.46,Fail
R000406,M-11,NIGHT,2025-06-09 00:09:00,58.9,0.59,Pass
R000407,M-12,morning,2025-06-22 16:23:00,69.2,2.45,Fail
R000408,M-07,Morning,2025-06-22 18:22:00,76.8,0.2,Pass
R000409,M-07,Evening,2025-06-15 00:16:00,85.4,2.94,Fail
R000410,M-07,morning,2025-06-14 15:17:00,52.7,4.17,Pass
R000411,M-19,Evening,2025-06-13 16:25:00,74.3,0.58,Pass
R000412,M-03,morning,2025-06-27 06:28:00,75.1,4.55,Pass
R000413,M-04,Evening,2025-06-27 01:10:00,86.6,2.16,Pass
R000414,M-02,Evening,2025-06-04 02:27:00,,2.76,Pass
R000415,M-20,Morning,2025-06-12 23:26:00,63.9,1.85,Pass
R000416,M-04,Morning,2025-06-07 14:28:00,41.5,1.02,Fail
R000417,M-19,Morning,2025-06-17 17:20:00,73.2,1.99,Pass
R000418,M-14,NIGHT,2025-06-12 13:13:00,48.5,2.91,Pass
R000419,M-07,NIGHT,2025-06-10 10:58:00,79.7,1.85,Pass
R000420,M-06,NIGHT,2025-06-23 19:07:00,56.5,1.29,Pass
R000421,M-08,Night,2025-06-26 00:37:00,,1.69,Fail
R000422,M-01,Evening,2025-06-21 09:56:00,66.1,0.77,Pass
R000423,M-15,NIGHT,2025-06-10 07:12:00,84.8,2.07,Pass
R000424,M-02,Night,2025-06-17 01:01:00,50.9,2.18,Fail
R000425,M-09,Night,2025-06-24 06:10:00,53.5,2.38,Pass
R000426,M-18,morning,2025-06-23 04:23:00,72.4,1.28,Pass
R000427,M-20,Morning,2025-06-08 19:17:00,87.0,4.84,Pass
R000428,M-06,NIGHT,2025-06-23 04:34:00,66.4,2.54,Pass
R000429,M-20,Morning,2025-06-03 08:48:00,56.2,2.27,Fail
R000430,M-20,morning,2025-06-18 08:02:00,57.2,4.19,Pass
R000431,M-04,Night,2025-06-23 02:55:00,52.1,3.36,Pass
R000432,M-05,Morning,2025-06-14 00:01:00,41.1,0.48,Pass
R000433,M-15,Morning,2025-06-26 19:04:00,43.8,3.02,Pass
R000434,M-08,Evening,2025-06-21 18:30:00,43.1,4.64,Pass
R000435,M-12,morning,2025-06-25 01:55:00,90.8,1.53,Pass
R000436,M-08,Night,2025-06-15 11:10:00,41.6,2.95,Pass
R000437,M-07,Morning,2025-06-04 14:47:00,41.7,0.66,Pass
R000438,M-17,Night,2025-06-17 19:27:00,61.8,4.23,Pass
R000439,M-08,morning,2025-06-03 14:50:00,78.2,3.65,Pass
R000440,M-15,Night,2025-06-26 19:33:00,50.5,4.54,Pass
R000441,M-12,morning,2025-06-02 06:19:00,84.1,4.99,Pass
R000442,M-06,Morning,2025-06-21 06:23:00,51.7,1.14,Pass
R000443,M-02,Morning,2025-06-01 06:13:00,45.4,4.42,Pass
R000444,M-19,Evening,2025-06-19 19:54:00,48.6,4.15,Fail
R000445,M-06,Night,2025-06-01 16:59:00,94.1,2.14,Fail
R000446,M-17,morning,2025-06-16 05:30:00,54.8,3.49,Pass
R000447,M-13,Morning,2025-06-08 18:51:00,90.4,1.63,Pass
R000448,M-09,Evening,2025-06-16 12:53:00,69.8,0.3,Pass
R000449,M-16,Morning,2025-06-03 22:03:00,85.7,3.58,Pass
R000450,M-02,Night,2025-06-16 10:14:00,42.9,4.48,Fail
R000451,M-03,Morning,2025-06-27 00:58:00,91.9,3.1,Pass
R000452,M-02,Evening,2025-06-22 22:23:00,62.3,3.92,Pass
R000453,M-16,morning,2025-06-28 14:57:00,,0.34,Pass
R000454,M-09,NIGHT,2025-06-16 02:56:00,60.7,1.65,Pass
R000455,M-01,Night,2025-06-08 16:44:00,49.9,2.06,Pass
R000456,M-02,morning,2025-06-27 21:09:00,88.2,3.35,Pass
R000457,M-04,morning,2025-06-16 08:39:00,86.9,4.41,Fail
R000458,M-16,morning,2025-06-05 23:27:00,83.6,1.57,Pass
R000459,M-13,Morning,2025-06-17 19:08:00,93.0,0.2,Pass
R000460,M-19,morning,2025-06-16 00:47:00,,2.5,Fail
R000461,M-13,morning,2025-06-25 23:00:00,61.0,4.79,Pass
R000462,M-09,Night,2025-06-14 04:25:00,45.0,1.57,Pass
R000463,M-05,NIGHT,2025-06-12 20:37:00,82.1,3.77,Pass
R000464,M-01,NIGHT,2025-06-25 12:31:00,43.3,1.8,Pass
R000465,M-03,Night,2025-06-06 15:17:00,52.5,3.38,Pass
R000466,M-06,morning,2025-06-24 04:53:00,53.9,3.13,Pass
R000467,M-02,Night,2025-06-07 12:10:00,54.0,2.11,Pass
R000468,M-10,Evening,2025-06-01 06:05:00,64.5,1.97,Pass
R000469,M-15,Morning,2025-06-03 00:09:00,63.6,0.48,Pass
R000470,M-08,morning,2025-06-17 09:09:00,71.7,0.86,Fail
R000471,M-20,morning,2025-06-18 19:33:00,62.6,0.61,Pass
R000472,M-11,Night,2025-06-06 12:42:00,87.6,3.94,Pass
R000473,M-02,Morning,2025-06-23 11:55:00,63.8,0.49,Pass
R000474,M-12,Morning,2025-06-25 10:25:00,88.4,0.13,Pass
R000475,M-16,NIGHT,2025-06-12 09:31:00,49.8,1.49,Pass
R000476,M-12,morning,2025-06-20 21:06:00,45.6,3.16,Pass
R000477,M-16,Morning,2025-06-20 17:27:00,63.5,0.74,Pass
R000478,M-20,Evening,2025-06-09 01:11:00,70.4,1.24,Pass
R000479,M-09,Evening,2025-06-01 11:39:00,92.3,3.0,Fail
R000480,M-04,Night,2025-06-08 05:03:00,64.9,0.97,Pass
R000481,M-20,morning,2025-06-25 08:04:00,52.2,2.17,Pass
R000482,M-09,Morning,2025-06-24 20:12:00,77.3,0.6,Pass
R000483,M-12,NIGHT,2025-06-27 13:52:00,84.5,4.06,Pass
R000484,M-13,NIGHT,2025-06-25 06:37:00,,2.74,Pass
R000485,M-06,Evening,2025-06-16 13:49:00,81.5,4.01,Pass
R000486,M-18,Evening,2025-06-19 21:13:00,45.3,0.17,Pass
R000487,M-05,Night,2025-06-23 08:10:00,85.3,0.29,Pass
R000488,M-13,Evening,2025-06-03 03:37:00,80.4,2.05,Fail
R000489,M-15,Morning,2025-06-11 07:22:00,89.6,4.64,Pass
R000490,M-20,Morning,2025-06-15 11:23:00,46.8,2.25,Pass
R000491,M-03,morning,2025-06-19 19:29:00,48.3,2.91,Pass
R000492,M-18,morning,2025-06-09 18:39:00,61.2,4.94,Fail
R000493,M-12,Evening,2025-06-18 02:22:00,68.2,1.02,Fail
R000494,M-02,NIGHT,2025-06-07 17:50:00,49.8,4.38,Pass
R000495,M-02,NIGHT,2025-06-01 21:25:00,61.3,1.41,Pass
R000496,M-18,morning,2025-06-10 07:09:00,,4.54,Pass
R000497,M-04,NIGHT,2025-06-10 02:33:00,75.0,1.51,Pass
R000498,M-02,Morning,2025-06-01 04:52:00,64.0,1.68,Pass
R000499,M-17,Night,2025-06-11 23:04:00,86.8,3.8,Fail
R000500,M-01,Morning,2025-06-13 14:10:00,63.7,1.2,Pass
R000501,M-14,Morning,2025-06-25 06:55:00,73.5,4.28,Pass
R000502,M-02,morning,2025-06-13 13:22:00,71.1,4.26,Fail
R000503,M-16,Night,2025-06-01 05:48:00,55.7,2.39,Pass
R000504,M-11,NIGHT,2025-06-12 00:57:00,43.2,2.4,Fail
R000505,M-16,NIGHT,2025-06-27 06:10:00,41.3,4.26,Pass
R000506,M-09,Night,2025-06-06 04:03:00,94.9,0.12,Pass
R000507,M-11,Morning,2025-06-06 09:10:00,89.2,2.77,Pass
R000508,M-16,Night,2025-06-14 14:20:00,66.5,4.52,Pass
R000509,M-18,Night,2025-06-09 04:33:00,66.7,0.22,Fail
R000510,M-17,Evening,2025-06-23 19:38:00,57.9,99.9,Fail
R000511,M-12,Night,2025-06-11 04:20:00,50.1,1.92,Fail
R000512,M-18,Night,2025-06-04 07:41:00,57.6,1.91,Pass
R000513,M-04,Evening,2025-06-15 23:52:00,48.6,2.39,Pass
R000514,M-15,NIGHT,2025-06-24 05:12:00,66.1,3.83,Pass
R000515,M-01,Night,2025-06-06 13:20:00,51.5,4.34,Pass
R000516,M-17,Night,2025-06-04 23:53:00,68.2,99.9,Pass
R000517,M-10,Morning,2025-06-06 18:54:00,41.2,3.59,Pass
R000518,M-16,Night,2025-06-02 21:33:00,93.8,3.7,Pass
R000519,M-03,Night,2025-06-20 11:17:00,71.9,4.58,Fail
R000520,M-07,Evening,2025-06-22 12:26:00,62.4,3.16,Pass
R000521,M-18,NIGHT,2025-06-27 13:47:00,54.6,1.21,Pass
R000522,M-20,Evening,2025-06-02 21:55:00,71.2,0.84,Pass
R000523,M-06,Evening,2025-06-28 10:20:00,42.7,4.9,Pass
R000524,M-14,Evening,2025-06-19 17:25:00,84.6,2.25,Fail
R000525,M-10,Morning,2025-06-10 06:22:00,66.2,3.09,Pass
R000526,M-20,Morning,2025-06-07 05:32:00,75.5,2.72,Pass
R000527,M-19,Evening,2025-06-20 13:57:00,61.4,1.51,Fail
R000528,M-14,Night,2025-06-10 10:42:00,93.2,1.81,Fail
R000529,M-03,Night,2025-06-15 08:11:00,78.1,3.02,Pass
R000530,M-12,morning,2025-06-26 02:50:00,81.8,1.9,Pass
R000531,M-04,Night,2025-06-18 08:40:00,78.6,3.97,Pass
R000532,M-18,morning,2025-06-26 01:23:00,71.8,4.4,Fail
R000533,M-08,Morning,2025-06-06 20:36:00,50.9,1.48,Fail
R000534,M-08,Evening,2025-06-24 13:57:00,68.9,3.82,Pass
R000535,M-19,morning,2025-06-01 04:26:00,,1.69,Fail
R000536,M-16,Morning,2025-06-12 18:21:00,40.3,3.91,Fail
R000537,M-18,morning,2025-06-18 06:33:00,63.6,1.59,Pass
R000538,M-16,Evening,2025-06-18 16:33:00,42.4,0.88,Pass
R000539,M-16,NIGHT,2025-06-28 13:53:00,63.0,2.19,Pass
R000540,M-17,Morning,2025-06-17 05:51:00,51.3,4.98,Fail
R000541,M-17,Morning,2025-06-26 05:56:00,82.6,4.88,Fail
R000542,M-07,Evening,2025-06-02 23:08:00,71.0,0.24,Fail
R000543,M-10,morning,2025-06-23 18:07:00,42.8,3.47,Pass
R000544,M-04,NIGHT,2025-06-19 00:43:00,47.6,0.12,Pass
R000545,M-07,morning,2025-06-21 22:52:00,69.0,4.93,Fail
R000546,M-17,Morning,2025-06-20 06:42:00,69.9,2.91,Pass
R000547,M-01,morning,2025-06-19 03:45:00,,2.57,Pass
R000548,M-06,morning,2025-06-27 18:14:00,42.6,3.66,Fail
R000549,M-12,Evening,2025-06-25 18:31:00,77.0,1.95,Pass
R000550,M-14,NIGHT,2025-06-04 10:00:00,77.3,3.02,Fail
R000551,M-10,Morning,2025-06-28 17:53:00,83.2,4.97,Pass
R000552,M-01,Evening,2025-06-06 14:41:00,42.3,0.41,Fail
R000553,M-09,NIGHT,2025-06-01 04:47:00,74.0,4.58,Pass
R000554,M-09,Night,2025-06-25 03:40:00,94.2,2.8,Pass
R000555,M-09,NIGHT,2025-06-12 05:26:00,50.6,2.14,Pass
R000556,M-18,morning,2025-06-21 20:06:00,90.4,3.21,Pass
R000557,M-02,Evening,2025-06-05 13:10:00,51.9,3.38,Pass
R000558,M-14,morning,2025-06-19 21:18:00,56.4,1.67,Pass
R000559,M-10,Evening,2025-06-02 02:32:00,69.2,3.65,Pass
R000560,M-07,morning,2025-06-24 20:23:00,49.5,4.88,Pass
R000561,M-08,morning,2025-06-05 20:46:00,,3.7,Pass
R000562,M-01,Night,2025-06-04 15:42:00,58.3,4.78,Pass
R000563,M-18,Morning,2025-06-11 16:36:00,74.7,2.25,Pass
R000564,M-10,Evening,2025-06-06 10:27:00,86.2,3.38,Pass
R000565,M-05,Night,2025-06-22 20:48:00,72.7,1.45,Pass
R000566,M-08,Evening,2025-06-06 01:28:00,67.3,2.77,Pass
R000567,M-08,Morning,2025-06-17 00:19:00,75.7,3.12,Pass
R000568,M-14,Evening,2025-06-02 10:58:00,69.0,4.14,Pass
R000569,M-17,Night,2025-06-19 05:58:00,53.9,0.17,Pass
R000570,M-11,morning,2025-06-21 10:27:00,56.2,4.86,Fail
R000571,M-04,NIGHT,2025-06-23 02:36:00,68.1,1.65,Pass
R000572,M-11,Evening,2025-06-15 09:15:00,,3.35,Pass
R000573,M-05,Night,2025-06-16 04:55:00,70.9,2.17,Pass
R000574,M-06,NIGHT,2025-06-09 03:08:00,71.5,0.37,Pass
R000575,M-06,Evening,2025-06-20 02:46:00,66.0,1.43,Pass
R000576,M-01,Morning,2025-06-15 07:26:00,94.4,1.37,Fail
R000577,M-17,Evening,2025-06-20 22:43:00,79.4,4.65,Pass
R000578,M-18,NIGHT,2025-06-10 22:48:00,94.4,99.9,Fail
R000579,M-18,NIGHT,2025-06-24 21:09:00,61.5,0.86,Pass
R000580,M-14,NIGHT,2025-06-20 04:08:00,50.3,2.12,Pass
R000581,M-03,Morning,2025-06-11 07:34:00,59.8,1.93,Pass
R000582,M-18,Morning,2025-06-26 11:11:00,90.3,1.08,Pass
R000583,M-10,NIGHT,2025-06-08 07:46:00,62.6,2.46,Pass
R000584,M-01,morning,2025-06-02 10:21:00,42.9,0.48,Pass
R000585,M-14,Night,2025-06-18 18:22:00,75.0,0.28,Pass
R000586,M-03,Night,2025-06-28 12:40:00,83.1,2.88,Pass
R000587,M-01,Morning,2025-06-28 04:24:00,45.9,2.02,Pass
R000588,M-10,Night,2025-06-15 03:40:00,91.5,1.32,Pass
R000589,M-04,morning,2025-06-24 14:48:00,,4.29,Fail
R000590,M-16,Night,2025-06-08 02:41:00,84.2,0.12,Pass
R000591,M-06,Evening,2025-06-16 11:14:00,76.6,2.79,Pass
R000592,M-07,Morning,2025-06-23 17:07:00,82.6,1.07,Pass
R000593,M-14,morning,2025-06-17 23:58:00,85.2,99.9,Pass
R000594,M-02,morning,2025-06-03 16:34:00,74.5,3.43,Pass
R000595,M-03,Morning,2025-06-23 12:19:00,45.1,3.38,Pass
R000596,M-01,Evening,2025-06-17 06:35:00,,0.21,Pass
R000597,M-06,Evening,2025-06-21 20:40:00,94.7,4.55,Pass
R000598,M-08,Night,2025-06-27 04:23:00,75.5,3.84,Pass
R000599,M-11,Evening,2025-06-20 14:49:00,77.1,4.58,Pass
R000600,M-11,Evening,2025-06-13 22:41:00,67.4,2.5,Pass
R000601,M-03,Morning,2025-06-19 17:11:00,40.8,2.59,Pass
R000602,M-07,NIGHT,2025-06-25 11:04:00,79.7,1.78,Pass
R000603,M-11,NIGHT,2025-06-09 12:34:00,43.3,99.9,Pass
R000604,M-11,Evening,2025-06-25 02:15:00,80.6,4.22,Fail
R000605,M-08,Morning,2025-06-05 12:06:00,62.0,4.71,Fail
R000606,M-01,Evening,2025-06-07 02:15:00,73.2,2.53,Pass
R000607,M-10,Night,2025-06-11 08:13:00,52.5,3.62,Fail
R000608,M-19,Night,2025-06-16 16:53:00,77.4,2.67,Pass
R000609,M-10,Morning,2025-06-14 10:08:00,94.8,4.5,Pass
R000610,M-05,Night,2025-06-18 21:38:00,79.6,4.58,Pass
R000611,M-05,NIGHT,2025-06-10 14:33:00,76.4,1.55,Pass
R000612,M-14,morning,2025-06-04 09:20:00,41.2,3.02,Pass
R000613,M-18,Night,2025-06-14 06:28:00,94.1,3.11,Fail
R000614,M-19,NIGHT,2025-06-12 06:28:00,43.6,3.22,Fail
R000615,M-04,Evening,2025-06-23 21:09:00,47.0,1.84,Pass
R000616,M-20,morning,2025-06-03 06:57:00,93.2,4.35,Fail
R000617,M-10,NIGHT,2025-06-27 22:46:00,43.9,1.78,Pass
R000618,M-16,NIGHT,2025-06-27 01:50:00,71.2,1.87,Pass
R000619,M-08,Night,2025-06-16 23:06:00,89.1,1.82,Pass
R000620,M-05,Evening,2025-06-14 01:17:00,51.3,1.4,Pass
R000621,M-15,Morning,2025-06-24 09:32:00,82.5,2.13,Fail
R000622,M-03,Evening,2025-06-27 21:26:00,58.1,3.28,Fail
R000623,M-11,morning,2025-06-25 13:41:00,81.2,3.31,Pass
R000624,M-11,NIGHT,2025-06-01 22:26:00,80.8,1.13,Pass
R000625,M-05,NIGHT,2025-06-08 10:37:00,44.0,0.59,Pass
R000626,M-06,morning,2025-06-15 01:02:00,75.1,0.56,Pass
R000627,M-11,Night,2025-06-12 22:48:00,82.2,4.88,Fail
R000628,M-15,morning,2025-06-03 08:37:00,66.8,1.91,Pass
R000629,M-15,Morning,2025-06-17 21:15:00,92.1,99.9,Pass
R000630,M-05,morning,2025-06-10 21:21:00,50.2,2.08,Pass
R000631,M-07,Evening,2025-06-20 10:50:00,58.4,0.85,Pass
R000632,M-20,NIGHT,2025-06-03 09:25:00,54.0,2.51,Pass
R000633,M-17,NIGHT,2025-06-11 23:54:00,64.3,4.63,Pass
R000634,M-16,Night,2025-06-08 10:07:00,78.5,3.29,Pass
R000635,M-07,morning,2025-06-26 17:54:00,84.3,4.07,Pass
R000636,M-12,Night,2025-06-13 04:24:00,45.9,3.43,Fail
R000637,M-17,Night,2025-06-21 14:06:00,93.5,4.46,Fail
R000638,M-17,Evening,2025-06-19 04:39:00,84.5,3.74,Pass
R000639,M-04,morning,2025-06-17 00:22:00,45.8,3.06,Pass
R000640,M-06,morning,2025-06-13 22:16:00,64.5,4.02,Pass
R000641,M-04,Night,2025-06-16 02:04:00,80.4,1.05,Fail
R000642,M-03,morning,2025-06-27 03:06:00,91.7,1.22,Fail
R000643,M-10,morning,2025-06-15 23:52:00,89.3,4.41,Pass
R000644,M-04,morning,2025-06-18 06:28:00,59.8,0.35,Pass
R000645,M-01,Morning,2025-06-02 23:20:00,49.4,2.69,Pass
R000646,M-20,NIGHT,2025-06-17 05:41:00,88.8,4.13,Pass
R000647,M-02,Morning,2025-06-16 23:25:00,46.6,0.71,Pass
R000648,M-08,NIGHT,2025-06-03 10:20:00,88.1,3.95,Fail
R000649,M-04,NIGHT,2025-06-01 03:03:00,58.2,1.16,Pass
R000650,M-13,NIGHT,2025-06-10 11:24:00,49.4,2.83,Fail
R000651,M-16,Night,2025-06-18 12:18:00,82.6,0.98,Pass
R000652,M-11,Evening,2025-06-05 01:02:00,44.2,4.42,Fail
R000653,M-09,Evening,2025-06-25 12:47:00,67.1,4.31,Pass
R000654,M-15,Night,2025-06-21 07:13:00,73.1,3.69,Pass
R000655,M-10,Night,2025-06-28 16:52:00,54.7,3.94,Pass
R000656,M-19,NIGHT,2025-06-18 02:15:00,76.3,1.65,Pass
R000657,M-06,Night,2025-06-10 05:11:00,70.4,0.13,Fail
R000658,M-16,morning,2025-06-04 09:19:00,86.4,2.31,Fail
R000659,M-14,NIGHT,2025-06-16 01:59:00,40.3,2.28,Pass
R000660,M-04,NIGHT,2025-06-08 02:27:00,59.2,3.27,Pass
R000661,M-01,Evening,2025-06-05 01:55:00,75.9,2.23,Fail
R000662,M-01,morning,2025-06-17 03:53:00,71.8,1.44,Pass
R000663,M-14,morning,2025-06-04 12:17:00,74.1,4.05,Pass
R000664,M-13,Morning,2025-06-05 04:45:00,79.6,0.37,Pass
R000665,M-08,Night,2025-06-01 01:36:00,82.3,0.1,Fail
R000666,M-13,Night,2025-06-16 13:44:00,64.9,3.5,Pass
R000667,M-12,morning,2025-06-18 23:14:00,60.0,2.34,Fail
R000668,M-05,NIGHT,2025-06-22 16:34:00,66.4,1.57,Pass
R000669,M-11,Morning,2025-06-20 17:11:00,68.6,3.11,Fail
R000670,M-08,Evening,2025-06-03 11:32:00,73.7,1.56,Pass
R000671,M-06,Morning,2025-06-15 03:16:00,78.7,3.22,Pass
R000672,M-04,morning,2025-06-16 05:16:00,52.1,4.2,Pass
R000673,M-08,Morning,2025-06-15 15:41:00,51.2,4.39,Pass
R000674,M-06,NIGHT,2025-06-28 03:26:00,40.0,2.5,Pass
R000675,M-14,Evening,2025-06-27 08:11:00,51.1,4.68,Pass
R000676,M-04,Night,2025-06-03 13:20:00,66.3,4.31,Pass
R000677,M-14,morning,2025-06-06 12:59:00,61.9,0.37,Pass
R000678,M-15,Morning,2025-06-16 02:15:00,71.7,1.42,Pass
R000679,M-15,NIGHT,2025-06-22 08:34:00,,2.21,Fail
R000680,M-04,NIGHT,2025-06-27 04:19:00,93.8,2.12,Pass
R000681,M-19,NIGHT,2025-06-18 14:58:00,77.0,2.79,Pass
R000682,M-20,morning,2025-06-04 03:36:00,87.5,0.83,Fail
R000683,M-01,NIGHT,2025-06-23 07:18:00,69.8,1.62,Pass
R000684,M-15,NIGHT,2025-06-25 12:54:00,68.0,2.57,Pass
R000685,M-07,morning,2025-06-16 20:20:00,,4.93,Pass
R000686,M-18,morning,2025-06-09 01:17:00,64.6,1.34,Fail
R000687,M-08,Morning,2025-06-02 15:03:00,71.3,2.26,Pass
R000688,M-09,morning,2025-06-16 03:40:00,72.5,1.84,Pass
R000689,M-07,Evening,2025-06-18 12:08:00,64.9,0.84,Pass
R000690,M-03,Night,2025-06-18 09:05:00,64.5,3.69,Pass
R000691,M-09,Morning,2025-06-25 09:07:00,48.8,2.72,Pass
R000692,M-13,Night,2025-06-28 17:19:00,,4.18,Pass
R000693,M-08,morning,2025-06-04 15:05:00,63.1,1.7,Pass
R000694,M-06,Evening,2025-06-05 19:35:00,60.6,2.89,Fail
R000695,M-16,NIGHT,2025-06-04 21:42:00,83.8,0.68,Pass
R000696,M-12,Morning,2025-06-24 07:57:00,80.0,3.57,Pass
R000697,M-19,Morning,2025-06-02 04:45:00,,2.26,Pass
R000698,M-10,morning,2025-06-14 21:26:00,55.5,1.38,Pass
R000699,M-18,Morning,2025-06-15 22:55:00,45.4,3.83,Pass
R000700,M-05,morning,2025-06-26 11:22:00,71.1,0.56,Pass
R000701,M-20,Evening,2025-06-20 18:03:00,83.4,2.72,Pass
R000702,M-01,NIGHT,2025-06-23 18:42:00,86.4,2.19,Pass
R000703,M-14,NIGHT,2025-06-04 07:18:00,89.1,4.18,Pass
R000704,M-03,morning,2025-06-20 10:00:00,87.9,2.0,Pass
R000705,M-16,morning,2025-06-07 22:08:00,85.9,1.46,Pass
R000706,M-14,morning,2025-06-03 06:46:00,70.6,0.25,Pass
R000707,M-18,Evening,2025-06-13 17:58:00,94.9,0.16,Pass
R000708,M-16,NIGHT,2025-06-15 16:02:00,78.6,0.97,Pass
R000709,M-02,Evening,2025-06-03 16:08:00,50.9,1.89,Pass
R000710,M-03,morning,2025-06-16 19:36:00,72.4,3.08,Fail
R000711,M-05,Night,2025-06-14 19:46:00,74.9,2.39,Pass
R000712,M-04,NIGHT,2025-06-13 07:26:00,72.4,4.23,Fail
R000713,M-06,Night,2025-06-04 10:13:00,72.9,0.29,Pass
R000714,M-05,morning,2025-06-11 13:50:00,51.7,4.67,Fail
R000715,M-05,morning,2025-06-23 03:11:00,78.4,2.42,Pass
R000716,M-19,Night,2025-06-08 12:41:00,63.2,0.94,Pass
R000717,M-12,Night,2025-06-10 00:49:00,78.2,1.35,Fail
R000718,M-03,Evening,2025-06-24 18:48:00,74.8,0.67,Pass
R000719,M-11,morning,2025-06-19 10:48:00,73.1,3.92,Pass
R000720,M-04,Evening,2025-06-25 20:00:00,82.0,1.88,Pass
R000721,M-08,Evening,2025-06-10 07:40:00,65.9,0.17,Fail
R000722,M-20,morning,2025-06-12 00:33:00,46.5,1.67,Fail
R000723,M-11,Evening,2025-06-11 00:41:00,48.1,1.25,Fail
R000724,M-04,Evening,2025-06-26 21:25:00,59.2,3.74,Pass
R000725,M-11,morning,2025-06-08 13:04:00,70.3,2.51,Fail
R000726,M-12,Morning,2025-06-01 13:27:00,63.1,1.37,Pass
R000727,M-11,NIGHT,2025-06-03 00:23:00,94.9,1.59,Fail
R000728,M-20,Night,2025-06-02 21:30:00,66.2,3.43,Fail
R000729,M-17,morning,2025-06-09 12:27:00,60.1,1.8,Pass
R000730,M-06,NIGHT,2025-06-09 14:44:00,87.7,3.77,Pass
R000731,M-14,Evening,2025-06-17 10:31:00,87.8,4.76,Fail
R000732,M-13,Morning,2025-06-24 19:53:00,43.3,1.83,Fail
R000733,M-05,morning,2025-06-07 12:51:00,81.6,4.69,Pass
R000734,M-14,morning,2025-06-17 23:42:00,86.7,0.41,Pass
R000735,M-07,Evening,2025-06-21 10:41:00,81.1,4.94,Fail
R000736,M-10,Morning,2025-06-13 23:56:00,91.5,2.27,Pass
R000737,M-13,NIGHT,2025-06-24 04:19:00,78.3,2.17,Pass
R000738,M-03,Evening,2025-06-21 00:08:00,94.3,2.98,Pass
R000739,M-01,NIGHT,2025-06-02 09:53:00,87.4,3.48,Pass
R000740,M-08,NIGHT,2025-06-09 09:19:00,69.7,2.96,Pass
R000741,M-06,Evening,2025-06-11 03:34:00,94.1,4.36,Pass
R000742,M-11,morning,2025-06-17 13:19:00,86.5,3.82,Pass
R000743,M-13,Night,2025-06-14 02:44:00,58.3,0.88,Pass
R000744,M-13,Evening,2025-06-08 16:37:00,48.4,2.75,Fail
R000745,M-09,morning,2025-06-12 16:02:00,77.2,4.02,Fail
R000746,M-19,NIGHT,2025-06-18 14:19:00,46.7,2.64,Pass
R000747,M-03,NIGHT,2025-06-18 02:46:00,42.4,3.67,Fail
R000748,M-20,NIGHT,2025-06-12 23:15:00,58.7,0.28,Pass
R000749,M-17,Evening,2025-06-24 14:33:00,79.6,3.12,Pass
R000750,M-13,Evening,2025-06-27 11:56:00,68.4,3.68,Pass
R000751,M-10,Evening,2025-06-23 01:28:00,67.9,3.54,Pass
R000752,M-02,Evening,2025-06-20 04:24:00,75.8,3.21,Pass
R000753,M-13,NIGHT,2025-06-16 03:47:00,75.8,3.29,Pass
R000754,M-06,Night,2025-06-02 13:45:00,77.8,1.98,Pass
R000755,M-03,Evening,2025-06-10 18:01:00,57.6,2.78,Pass
R000756,M-18,NIGHT,2025-06-24 14:52:00,91.5,3.84,Pass
